name,type,value,date
Counter-Strike: Global Offensive,Game,515207,2020/03/24 09:00
Dota 2,Game,281219,2020/03/24 09:00
Tom Clancy's Rainbow Six Siege,Game,106913,2020/03/24 09:00
Grand Theft Auto V,Game,89127,2020/03/24 09:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,85048,2020/03/24 09:00
Football Manager 2020,Game,80005,2020/03/24 09:00
Team Fortress 2,Game,73964,2020/03/24 09:00
Destiny 2,Game,72326,2020/03/24 09:00
Rust,Game,64387,2020/03/24 09:00
ARK: Survival Evolved,Game,64304,2020/03/24 09:00
Rocket League,Game,60255,2020/03/24 09:00
MONSTER HUNTER: WORLD,Game,58858,2020/03/24 09:00
Path of Exile,Game,56011,2020/03/24 09:00
DOOM Eternal,Game,49872,2020/03/24 09:00
Source SDK Base 2007,Game,47472,2020/03/24 09:00
Borderlands 3,Game,43546,2020/03/24 09:00
Warframe,Game,42044,2020/03/24 09:00
Tomb Raider,Game,41907,2020/03/24 09:00
Sid Meier's Civilization VI,Game,38740,2020/03/24 09:00
Terraria,Game,37967,2020/03/24 09:00
Counter-Strike: Global Offensive,Game,486173,2020/03/24 10:00
Dota 2,Game,300630,2020/03/24 10:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,134131,2020/03/24 10:00
Tom Clancy's Rainbow Six Siege,Game,112657,2020/03/24 10:00
Grand Theft Auto V,Game,97261,2020/03/24 10:00
Destiny 2,Game,75129,2020/03/24 10:00
Team Fortress 2,Game,73592,2020/03/24 10:00
MONSTER HUNTER: WORLD,Game,72906,2020/03/24 10:00
ARK: Survival Evolved,Game,63651,2020/03/24 10:00
Football Manager 2020,Game,62022,2020/03/24 10:00
Rust,Game,58100,2020/03/24 10:00
Rocket League,Game,55288,2020/03/24 10:00
Path of Exile,Game,49644,2020/03/24 10:00
Tomb Raider,Game,46909,2020/03/24 10:00
Warframe,Game,46683,2020/03/24 10:00
DOOM Eternal,Game,46300,2020/03/24 10:00
Borderlands 3,Game,44995,2020/03/24 10:00
Source SDK Base 2007,Game,40182,2020/03/24 10:00
Terraria,Game,37590,2020/03/24 10:00
Sid Meier's Civilization VI,Game,37386,2020/03/24 10:00
Counter-Strike: Global Offensive,Game,486037,2020/03/24 11:00
Dota 2,Game,304358,2020/03/24 11:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,147530,2020/03/24 11:00
Tom Clancy's Rainbow Six Siege,Game,114042,2020/03/24 11:00
Grand Theft Auto V,Game,99626,2020/03/24 11:00
Destiny 2,Game,75688,2020/03/24 11:00
MONSTER HUNTER: WORLD,Game,75630,2020/03/24 11:00
Team Fortress 2,Game,72211,2020/03/24 11:00
ARK: Survival Evolved,Game,63463,2020/03/24 11:00
Football Manager 2020,Game,58565,2020/03/24 11:00
Rust,Game,56913,2020/03/24 11:00
Rocket League,Game,55656,2020/03/24 11:00
Tomb Raider,Game,48326,2020/03/24 11:00
Path of Exile,Game,48280,2020/03/24 11:00
Warframe,Game,46915,2020/03/24 11:00
DOOM Eternal,Game,45608,2020/03/24 11:00
Borderlands 3,Game,44994,2020/03/24 11:00
Source SDK Base 2007,Game,38690,2020/03/24 11:00
Terraria,Game,37241,2020/03/24 11:00
Sid Meier's Civilization VI,Game,36609,2020/03/24 11:00
Counter-Strike: Global Offensive,Game,450865,2020/03/24 12:00
Dota 2,Game,313176,2020/03/24 12:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,199653,2020/03/24 12:00
Grand Theft Auto V,Game,102413,2020/03/24 12:00
Tom Clancy's Rainbow Six Siege,Game,101521,2020/03/24 12:00
MONSTER HUNTER: WORLD,Game,80988,2020/03/24 12:00
Destiny 2,Game,67794,2020/03/24 12:00
Team Fortress 2,Game,66043,2020/03/24 12:00
ARK: Survival Evolved,Game,59989,2020/03/24 12:00
Tomb Raider,Game,51005,2020/03/24 12:00
Football Manager 2020,Game,49018,2020/03/24 12:00
Rust,Game,47889,2020/03/24 12:00
Warframe,Game,46215,2020/03/24 12:00
Borderlands 3,Game,40200,2020/03/24 12:00
Path of Exile,Game,39432,2020/03/24 12:00
Rocket League,Game,37719,2020/03/24 12:00
DOOM Eternal,Game,35055,2020/03/24 12:00
Terraria,Game,32443,2020/03/24 12:00
Stardew Valley,Game,31461,2020/03/24 12:00
Source SDK Base 2007,Game,30658,2020/03/24 12:00
Counter-Strike: Global Offensive,Game,452772,2020/03/24 13:00
Dota 2,Game,313939,2020/03/24 13:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,203806,2020/03/24 13:00
Grand Theft Auto V,Game,102697,2020/03/24 13:00
Tom Clancy's Rainbow Six Siege,Game,101345,2020/03/24 13:00
MONSTER HUNTER: WORLD,Game,81322,2020/03/24 13:00
Destiny 2,Game,67522,2020/03/24 13:00
Team Fortress 2,Game,65442,2020/03/24 13:00
ARK: Survival Evolved,Game,59887,2020/03/24 13:00
Tomb Raider,Game,51102,2020/03/24 13:00
Football Manager 2020,Game,48754,2020/03/24 13:00
Rust,Game,47548,2020/03/24 13:00
Warframe,Game,46215,2020/03/24 13:00
Borderlands 3,Game,39977,2020/03/24 13:00
Path of Exile,Game,39116,2020/03/24 13:00
Rocket League,Game,37238,2020/03/24 13:00
DOOM Eternal,Game,34556,2020/03/24 13:00
Terraria,Game,32215,2020/03/24 13:00
Stardew Valley,Game,31186,2020/03/24 13:00
Source SDK Base 2007,Game,30421,2020/03/24 13:00
Counter-Strike: Global Offensive,Game,468437,2020/03/24 14:00
Dota 2,Game,327596,2020/03/24 14:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,249754,2020/03/24 14:00
Grand Theft Auto V,Game,105306,2020/03/24 14:00
Tom Clancy's Rainbow Six Siege,Game,97492,2020/03/24 14:00
MONSTER HUNTER: WORLD,Game,83610,2020/03/24 14:00
Team Fortress 2,Game,65197,2020/03/24 14:00
Destiny 2,Game,63129,2020/03/24 14:00
ARK: Survival Evolved,Game,59220,2020/03/24 14:00
Tomb Raider,Game,50576,2020/03/24 14:00
Football Manager 2020,Game,47437,2020/03/24 14:00
Warframe,Game,45573,2020/03/24 14:00
Rust,Game,44912,2020/03/24 14:00
Borderlands 3,Game,36694,2020/03/24 14:00
Path of Exile,Game,36355,2020/03/24 14:00
Rocket League,Game,30768,2020/03/24 14:00
Terraria,Game,29808,2020/03/24 14:00
Wallpaper Engine,Game,29481,2020/03/24 14:00
DOOM Eternal,Game,29328,2020/03/24 14:00
Stardew Valley,Game,27891,2020/03/24 14:00
Counter-Strike: Global Offensive,Game,504694,2020/03/24 15:00
Dota 2,Game,350315,2020/03/24 15:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,282713,2020/03/24 15:00
Grand Theft Auto V,Game,108891,2020/03/24 15:00
Tom Clancy's Rainbow Six Siege,Game,94584,2020/03/24 15:00
MONSTER HUNTER: WORLD,Game,85035,2020/03/24 15:00
Team Fortress 2,Game,65903,2020/03/24 15:00
ARK: Survival Evolved,Game,59642,2020/03/24 15:00
Destiny 2,Game,58937,2020/03/24 15:00
Football Manager 2020,Game,51163,2020/03/24 15:00
Tomb Raider,Game,50029,2020/03/24 15:00
Warframe,Game,45870,2020/03/24 15:00
Rust,Game,43924,2020/03/24 15:00
Path of Exile,Game,36458,2020/03/24 15:00
Borderlands 3,Game,33479,2020/03/24 15:00
Wallpaper Engine,Game,32799,2020/03/24 15:00
Terraria,Game,27942,2020/03/24 15:00
Unturned,Game,27269,2020/03/24 15:00
PAYDAY 2,Game,26910,2020/03/24 15:00
Source SDK Base 2007,Game,26393,2020/03/24 15:00
Counter-Strike: Global Offensive,Game,563586,2020/03/24 16:00
Dota 2,Game,378696,2020/03/24 16:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,307556,2020/03/24 16:00
Grand Theft Auto V,Game,114549,2020/03/24 16:00
Tom Clancy's Rainbow Six Siege,Game,95264,2020/03/24 16:00
MONSTER HUNTER: WORLD,Game,88061,2020/03/24 16:00
Team Fortress 2,Game,64776,2020/03/24 16:00
ARK: Survival Evolved,Game,61550,2020/03/24 16:00
Football Manager 2020,Game,60965,2020/03/24 16:00
Destiny 2,Game,57122,2020/03/24 16:00
Tomb Raider,Game,53303,2020/03/24 16:00
Warframe,Game,47004,2020/03/24 16:00
Rust,Game,45301,2020/03/24 16:00
Path of Exile,Game,38232,2020/03/24 16:00
Wallpaper Engine,Game,33789,2020/03/24 16:00
Borderlands 3,Game,32835,2020/03/24 16:00
Terraria,Game,27260,2020/03/24 16:00
PAYDAY 2,Game,26880,2020/03/24 16:00
Unturned,Game,26772,2020/03/24 16:00
Source SDK Base 2007,Game,26225,2020/03/24 16:00
Counter-Strike: Global Offensive,Game,626675,2020/03/24 17:00
Dota 2,Game,402734,2020/03/24 17:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,312355,2020/03/24 17:00
Grand Theft Auto V,Game,122442,2020/03/24 17:00
Tom Clancy's Rainbow Six Siege,Game,99302,2020/03/24 17:00
MONSTER HUNTER: WORLD,Game,90510,2020/03/24 17:00
Football Manager 2020,Game,75422,2020/03/24 17:00
Team Fortress 2,Game,66144,2020/03/24 17:00
ARK: Survival Evolved,Game,64951,2020/03/24 17:00
Tomb Raider,Game,57273,2020/03/24 17:00
Destiny 2,Game,57003,2020/03/24 17:00
Warframe,Game,48508,2020/03/24 17:00
Rust,Game,47997,2020/03/24 17:00
Path of Exile,Game,41802,2020/03/24 17:00
Wallpaper Engine,Game,33402,2020/03/24 17:00
Borderlands 3,Game,33374,2020/03/24 17:00
Source SDK Base 2007,Game,28625,2020/03/24 17:00
Garry's Mod,Game,27645,2020/03/24 17:00
PAYDAY 2,Game,27497,2020/03/24 17:00
Terraria,Game,27489,2020/03/24 17:00
Counter-Strike: Global Offensive,Game,677420,2020/03/24 18:00
Dota 2,Game,420025,2020/03/24 18:00
PLAYERUNKNOWN'S BATTLEGROUNDS,Game,293643,2020/03/24 18:00
Grand Theft Auto V,Game,130052,2020/03/24 18:00
Tom Clancy's Rainbow Six Siege,Game,100163,2020/03/24 18:00
Football Manager 2020,Game,92624,2020/03/24 18:00
MONSTER HUNTER: WORLD,Game,89599,2020/03/24 18:00
ARK: Survival Evolved,Game,69542,2020/03/24 18:00
Team Fortress 2,Game,68525,2020/03/24 18:00
Tomb Raider,Game,60663,2020/03/24 18:00
Destiny 2,Game,57062,2020/03/24 18:00
Rust,Game,52081,2020/03/24 18:00
Warframe,Game,50922,2020/03/24 18:00
Path of Exile,Game,46468,2020/03/24 18:00
Borderlands 3,Game,34828,2020/03/24 18:00
Source SDK Base 2007,Game,32775,2020/03/24 18:00
Wallpaper Engine,Game,32034,2020/03/24 18:00
Garry's Mod,Game,30970,2020/03/24 18:00
Terraria,Game,27949,2020/03/24 18:00
Sid Meier's Civilization VI,Game,27726,2020/03/24 18:00
Counter-Strike: Global Offensive,1078859,681221,2020/03/24 18:00
Dota 2,646119,420025,2020/03/24 18:00
PLAYERUNKNOWN'S BATTLEGROUNDS,573661,291953,2020/03/24 18:00
Grand Theft Auto V,176618,130388,2020/03/24 18:00
Tom Clancy's Rainbow Six Siege,174195,100094,2020/03/24 18:00
Football Manager 2020,166768,94058,2020/03/24 18:00
MONSTER HUNTER: WORLD,166259,89382,2020/03/24 18:00
ARK: Survival Evolved,104788,70084,2020/03/24 18:00
Team Fortress 2,83144,68525,2020/03/24 18:00
Tomb Raider,86530,60776,2020/03/24 18:00
Destiny 2,82403,57129,2020/03/24 18:00
Rust,90113,52372,2020/03/24 18:00
Warframe,66737,51157,2020/03/24 18:00
Path of Exile,84039,46857,2020/03/24 18:00
Borderlands 3,61190,34942,2020/03/24 18:00
Source SDK Base 2007,80810,33021,2020/03/24 18:00
Wallpaper Engine,36018,31933,2020/03/24 18:00
Garry's Mod,53495,31065,2020/03/24 18:00
Terraria,44483,28008,2020/03/24 18:00
Sid Meier's Civilization VI,50992,27908,2020/03/24 18:00
Counter-Strike: Global Offensive,1078859,736639,2020/03/24 19:00
Dota 2,646119,445152,2020/03/24 19:00
PLAYERUNKNOWN'S BATTLEGROUNDS,573661,314396,2020/03/24 19:00
Grand Theft Auto V,176618,138862,2020/03/24 19:00
Football Manager 2020,166768,109260,2020/03/24 19:00
Tom Clancy's Rainbow Six Siege,174195,105596,2020/03/24 19:00
MONSTER HUNTER: WORLD,166259,95191,2020/03/24 19:00
ARK: Survival Evolved,104788,76446,2020/03/24 19:00
Team Fortress 2,83144,69408,2020/03/24 19:00
Tomb Raider,86530,62939,2020/03/24 19:00
Destiny 2,82403,59991,2020/03/24 19:00
Rust,90113,56424,2020/03/24 19:00
Warframe,66737,53970,2020/03/24 19:00
Path of Exile,84039,50746,2020/03/24 19:00
Source SDK Base 2007,80810,38475,2020/03/24 19:00
Borderlands 3,61190,37663,2020/03/24 19:00
Garry's Mod,53495,33897,2020/03/24 19:00
Wallpaper Engine,36018,32306,2020/03/24 19:00
Rocket League,89352,32304,2020/03/24 19:00
Sid Meier's Civilization VI,50992,29909,2020/03/24 19:00
Counter-Strike: Global Offensive,1078859,839945,2020/03/24 20:00
Dota 2,646119,508912,2020/03/24 20:00
PLAYERUNKNOWN'S BATTLEGROUNDS,573661,415764,2020/03/24 20:00
Grand Theft Auto V,176618,154851,2020/03/24 20:00
Tom Clancy's Rainbow Six Siege,174195,127340,2020/03/24 20:00
Football Manager 2020,166768,122392,2020/03/24 20:00
MONSTER HUNTER: WORLD,166259,117286,2020/03/24 20:00
ARK: Survival Evolved,104788,85667,2020/03/24 20:00
Team Fortress 2,83144,71291,2020/03/24 20:00
Destiny 2,82403,68266,2020/03/24 20:00
Tomb Raider,86530,66613,2020/03/24 20:00
Rust,90113,61076,2020/03/24 20:00
Warframe,66737,58561,2020/03/24 20:00
Path of Exile,84039,54920,2020/03/24 20:00
Source SDK Base 2007,80810,45598,2020/03/24 20:00
Borderlands 3,61190,43497,2020/03/24 20:00
Garry's Mod,53495,37278,2020/03/24 20:00
Rocket League,89352,36681,2020/03/24 20:00
Wallpaper Engine,36018,34054,2020/03/24 20:00
Sid Meier's Civilization VI,50992,32658,2020/03/24 20:00
Counter-Strike: Global Offensive,1078859,947169,2020/03/24 21:00
Dota 2,646119,586750,2020/03/24 21:00
PLAYERUNKNOWN'S BATTLEGROUNDS,573661,516051,2020/03/24 21:00
Grand Theft Auto V,176618,171652,2020/03/24 21:00
MONSTER HUNTER: WORLD,166259,142415,2020/03/24 21:00
Football Manager 2020,166768,134098,2020/03/24 21:00
Tom Clancy's Rainbow Six Siege,174195,123969,2020/03/24 21:00
ARK: Survival Evolved,104788,95214,2020/03/24 21:00
Destiny 2,82403,77176,2020/03/24 21:00
Team Fortress 2,83144,72035,2020/03/24 21:00
Tomb Raider,86530,70015,2020/03/24 21:00
Rust,90113,66092,2020/03/24 21:00
Warframe,66737,63246,2020/03/24 21:00
Path of Exile,84039,59763,2020/03/24 21:00
Source SDK Base 2007,80810,52826,2020/03/24 21:00
Borderlands 3,61190,50846,2020/03/24 21:00
Rocket League,89352,43255,2020/03/24 21:00
Garry's Mod,53495,41050,2020/03/24 21:00
Dead by Daylight,44020,37837,2020/03/24 21:00
Sid Meier's Civilization VI,50992,36346,2020/03/24 21:00
Counter-Strike: Global Offensive,1078859,1010821,2020/03/24 22:00
Dota 2,646119,636386,2020/03/24 22:00
PLAYERUNKNOWN'S BATTLEGROUNDS,557202,533702,2020/03/24 22:00
Grand Theft Auto V,178569,178569,2020/03/24 22:00
MONSTER HUNTER: WORLD,165949,154125,2020/03/24 22:00
Tom Clancy's Rainbow Six Siege,173665,147577,2020/03/24 22:00
Football Manager 2020,166768,143510,2020/03/24 22:00
ARK: Survival Evolved,104788,101013,2020/03/24 22:00
Destiny 2,82437,82437,2020/03/24 22:00
Team Fortress 2,83144,73444,2020/03/24 22:00
Tomb Raider,86223,71230,2020/03/24 22:00
Rust,90113,70546,2020/03/24 22:00
Warframe,66664,65028,2020/03/24 22:00
Path of Exile,84039,64762,2020/03/24 22:00
Source SDK Base 2007,80810,59896,2020/03/24 22:00
Borderlands 3,61190,55662,2020/03/24 22:00
Rocket League,89352,48169,2020/03/24 22:00
Garry's Mod,53495,44397,2020/03/24 22:00
Dead by Daylight,44020,42685,2020/03/24 22:00
Sid Meier's Civilization VI,50992,39653,2020/03/24 22:00
Counter-Strike: Global Offensive,1078859,1020145,2020/03/24 23:00
Dota 2,645431,643289,2020/03/24 23:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,464506,2020/03/24 23:00
Grand Theft Auto V,178569,175392,2020/03/24 23:00
Tom Clancy's Rainbow Six Siege,167590,166837,2020/03/24 23:00
Football Manager 2020,166768,150790,2020/03/24 23:00
MONSTER HUNTER: WORLD,154125,147938,2020/03/24 23:00
ARK: Survival Evolved,104404,102107,2020/03/24 23:00
Destiny 2,83533,83288,2020/03/24 23:00
Team Fortress 2,83144,76775,2020/03/24 23:00
Rust,90113,74940,2020/03/24 23:00
Path of Exile,84039,70799,2020/03/24 23:00
Tomb Raider,82568,68727,2020/03/24 23:00
Source SDK Base 2007,80810,65992,2020/03/24 23:00
Warframe,65070,63997,2020/03/24 23:00
Borderlands 3,59967,56085,2020/03/24 23:00
Rocket League,89352,54075,2020/03/24 23:00
Garry's Mod,53495,47269,2020/03/24 23:00
Dead by Daylight,44521,44521,2020/03/24 23:00
Sid Meier's Civilization VI,50992,42155,2020/03/24 23:00
Counter-Strike: Global Offensive,1078859,1004904,2020/03/25 00:00
Dota 2,645431,614131,2020/03/25 00:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,341392,2020/03/25 00:00
Grand Theft Auto V,178569,165718,2020/03/25 00:00
Football Manager 2020,166768,155129,2020/03/25 00:00
Tom Clancy's Rainbow Six Siege,167590,134339,2020/03/25 00:00
MONSTER HUNTER: WORLD,154125,122265,2020/03/25 00:00
ARK: Survival Evolved,102107,99508,2020/03/25 00:00
Destiny 2,83533,80557,2020/03/25 00:00
Rust,90113,79343,2020/03/25 00:00
Path of Exile,84039,76736,2020/03/25 00:00
Team Fortress 2,83144,76323,2020/03/25 00:00
Source SDK Base 2007,80810,70798,2020/03/25 00:00
Tomb Raider,77037,64028,2020/03/25 00:00
Rocket League,89352,61111,2020/03/25 00:00
Warframe,65070,59522,2020/03/25 00:00
Borderlands 3,56560,52770,2020/03/25 00:00
Garry's Mod,53495,50446,2020/03/25 00:00
Sid Meier's Civilization VI,50992,43813,2020/03/25 00:00
Unturned,41962,41962,2020/03/25 00:00
Counter-Strike: Global Offensive,1078859,1023670,2020/03/25 01:00
Dota 2,645431,567923,2020/03/25 01:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,231737,2020/03/25 01:00
Football Manager 2020,166768,159612,2020/03/25 01:00
Grand Theft Auto V,178569,154937,2020/03/25 01:00
ARK: Survival Evolved,102107,95655,2020/03/25 01:00
MONSTER HUNTER: WORLD,154125,92922,2020/03/25 01:00
Tom Clancy's Rainbow Six Siege,167590,89452,2020/03/25 01:00
Rust,90113,84069,2020/03/25 01:00
Path of Exile,84039,82337,2020/03/25 01:00
Destiny 2,83533,80425,2020/03/25 01:00
Team Fortress 2,83144,77936,2020/03/25 01:00
Source SDK Base 2007,80810,74663,2020/03/25 01:00
Rocket League,89352,69826,2020/03/25 01:00
Tomb Raider,72774,59369,2020/03/25 01:00
Warframe,65070,55740,2020/03/25 01:00
Garry's Mod,53495,53200,2020/03/25 01:00
Borderlands 3,56560,49060,2020/03/25 01:00
Sid Meier's Civilization VI,50992,45287,2020/03/25 01:00
Unturned,42573,42415,2020/03/25 01:00
Counter-Strike: Global Offensive,1078859,1041017,2020/03/25 02:00
Dota 2,645431,542491,2020/03/25 02:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,180321,2020/03/25 02:00
Football Manager 2020,166768,163630,2020/03/25 02:00
Grand Theft Auto V,178569,149995,2020/03/25 02:00
Tom Clancy's Rainbow Six Siege,167590,136506,2020/03/25 02:00
Destiny 2,105587,105587,2020/03/25 02:00
ARK: Survival Evolved,102107,92772,2020/03/25 02:00
Rust,90113,87970,2020/03/25 02:00
Path of Exile,84900,84900,2020/03/25 02:00
Team Fortress 2,83144,79771,2020/03/25 02:00
Source SDK Base 2007,80810,78178,2020/03/25 02:00
Warframe,76444,76444,2020/03/25 02:00
MONSTER HUNTER: WORLD,154125,76112,2020/03/25 02:00
Rocket League,89352,74317,2020/03/25 02:00
Tomb Raider,71230,56188,2020/03/25 02:00
Garry's Mod,55129,55129,2020/03/25 02:00
Borderlands 3,56560,47672,2020/03/25 02:00
Sid Meier's Civilization VI,50992,46806,2020/03/25 02:00
DOOM Eternal,56565,43248,2020/03/25 02:00
Counter-Strike: Global Offensive,1078859,1073825,2020/03/25 03:00
Dota 2,645431,517780,2020/03/25 03:00
Football Manager 2020,166768,166306,2020/03/25 03:00
Tom Clancy's Rainbow Six Siege,167590,152010,2020/03/25 03:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,145939,2020/03/25 03:00
Grand Theft Auto V,178569,145806,2020/03/25 03:00
Destiny 2,109056,109056,2020/03/25 03:00
Rust,90369,90369,2020/03/25 03:00
ARK: Survival Evolved,102107,90320,2020/03/25 03:00
Path of Exile,86187,86187,2020/03/25 03:00
Warframe,83402,83402,2020/03/25 03:00
Team Fortress 2,83144,82770,2020/03/25 03:00
Rocket League,89352,80381,2020/03/25 03:00
Source SDK Base 2007,80810,80359,2020/03/25 03:00
MONSTER HUNTER: WORLD,154125,64030,2020/03/25 03:00
Garry's Mod,55941,55941,2020/03/25 03:00
Tomb Raider,71230,53066,2020/03/25 03:00
Sid Meier's Civilization VI,50992,47904,2020/03/25 03:00
Borderlands 3,56560,47131,2020/03/25 03:00
DOOM Eternal,56565,45287,2020/03/25 03:00
Counter-Strike: Global Offensive,1079644,1071537,2020/03/25 04:00
Dota 2,645431,489186,2020/03/25 04:00
Football Manager 2020,169117,169117,2020/03/25 04:00
Tom Clancy's Rainbow Six Siege,167590,152632,2020/03/25 04:00
Grand Theft Auto V,178569,142029,2020/03/25 04:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,122874,2020/03/25 04:00
Destiny 2,109794,109794,2020/03/25 04:00
Rust,90719,90385,2020/03/25 04:00
ARK: Survival Evolved,102107,87939,2020/03/25 04:00
Path of Exile,86691,86691,2020/03/25 04:00
Rocket League,89352,86278,2020/03/25 04:00
Team Fortress 2,82770,82462,2020/03/25 04:00
Source SDK Base 2007,82256,82256,2020/03/25 04:00
Warframe,83402,80854,2020/03/25 04:00
MONSTER HUNTER: WORLD,154125,58164,2020/03/25 04:00
Garry's Mod,56627,56627,2020/03/25 04:00
Tomb Raider,71230,50175,2020/03/25 04:00
Sid Meier's Civilization VI,50992,49540,2020/03/25 04:00
Borderlands 3,56560,48004,2020/03/25 04:00
DOOM Eternal,56565,46698,2020/03/25 04:00
Counter-Strike: Global Offensive,1079644,989948,2020/03/25 05:00
Dota 2,645431,456516,2020/03/25 05:00
Football Manager 2020,169331,168210,2020/03/25 05:00
Tom Clancy's Rainbow Six Siege,167590,147006,2020/03/25 05:00
Grand Theft Auto V,178569,131420,2020/03/25 05:00
Destiny 2,109794,107848,2020/03/25 05:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,105746,2020/03/25 05:00
Rocket League,88918,88918,2020/03/25 05:00
Rust,90719,87180,2020/03/25 05:00
Path of Exile,86691,84734,2020/03/25 05:00
ARK: Survival Evolved,102107,83793,2020/03/25 05:00
Warframe,83402,80160,2020/03/25 05:00
Source SDK Base 2007,82256,79965,2020/03/25 05:00
Team Fortress 2,82770,79091,2020/03/25 05:00
MONSTER HUNTER: WORLD,154125,56185,2020/03/25 05:00
Garry's Mod,56627,55100,2020/03/25 05:00
Sid Meier's Civilization VI,50749,50379,2020/03/25 05:00
Borderlands 3,56560,48090,2020/03/25 05:00
DOOM Eternal,55734,46889,2020/03/25 05:00
Stellaris,48013,46347,2020/03/25 05:00
Counter-Strike: Global Offensive,1079644,864430,2020/03/25 06:00
Dota 2,645431,403537,2020/03/25 06:00
Football Manager 2020,169331,155261,2020/03/25 06:00
Tom Clancy's Rainbow Six Siege,167590,131010,2020/03/25 06:00
Grand Theft Auto V,178569,116141,2020/03/25 06:00
Destiny 2,109794,102275,2020/03/25 06:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,88453,2020/03/25 06:00
Rocket League,88918,85026,2020/03/25 06:00
Rust,90719,81193,2020/03/25 06:00
Path of Exile,86691,79190,2020/03/25 06:00
ARK: Survival Evolved,102107,77086,2020/03/25 06:00
Team Fortress 2,82770,76304,2020/03/25 06:00
Source SDK Base 2007,82256,73270,2020/03/25 06:00
Warframe,83402,72812,2020/03/25 06:00
MONSTER HUNTER: WORLD,154125,53351,2020/03/25 06:00
Garry's Mod,56627,50826,2020/03/25 06:00
Sid Meier's Civilization VI,50499,48188,2020/03/25 06:00
Borderlands 3,56560,45985,2020/03/25 06:00
DOOM Eternal,54650,45895,2020/03/25 06:00
Stellaris,46404,44681,2020/03/25 06:00
Counter-Strike: Global Offensive,1079644,729890,2020/03/25 07:00
Dota 2,645431,350678,2020/03/25 07:00
Football Manager 2020,169331,131997,2020/03/25 07:00
Tom Clancy's Rainbow Six Siege,167590,115134,2020/03/25 07:00
Grand Theft Auto V,178569,101458,2020/03/25 07:00
Destiny 2,109794,95849,2020/03/25 07:00
Rocket League,88918,76908,2020/03/25 07:00
Rust,90719,75100,2020/03/25 07:00
Team Fortress 2,82770,73715,2020/03/25 07:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,72251,2020/03/25 07:00
Path of Exile,86691,72233,2020/03/25 07:00
ARK: Survival Evolved,102107,70581,2020/03/25 07:00
Source SDK Base 2007,82256,65848,2020/03/25 07:00
Warframe,83402,65267,2020/03/25 07:00
MONSTER HUNTER: WORLD,154125,50518,2020/03/25 07:00
Garry's Mod,56627,44903,2020/03/25 07:00
DOOM Eternal,52774,44442,2020/03/25 07:00
Sid Meier's Civilization VI,50499,44044,2020/03/25 07:00
Borderlands 3,56560,42595,2020/03/25 07:00
Stellaris,46404,41373,2020/03/25 07:00
Counter-Strike: Global Offensive,1079644,528232,2020/03/25 08:00
Dota 2,645431,275228,2020/03/25 08:00
Football Manager 2020,169331,106639,2020/03/25 08:00
Tom Clancy's Rainbow Six Siege,167590,105474,2020/03/25 08:00
Grand Theft Auto V,178569,89618,2020/03/25 08:00
Destiny 2,109794,88338,2020/03/25 08:00
Rust,90719,68756,2020/03/25 08:00
Rocket League,88918,66817,2020/03/25 08:00
ARK: Survival Evolved,102107,64325,2020/03/25 08:00
Path of Exile,86691,63681,2020/03/25 08:00
Warframe,83402,60286,2020/03/25 08:00
PLAYERUNKNOWN'S BATTLEGROUNDS,534857,57000,2020/03/25 08:00
Source SDK Base 2007,82256,56494,2020/03/25 08:00
Team Fortress 2,82770,54358,2020/03/25 08:00
MONSTER HUNTER: WORLD,154125,44451,2020/03/25 08:00
DOOM Eternal,51285,41724,2020/03/25 08:00
Sid Meier's Civilization VI,50499,39423,2020/03/25 08:00
Garry's Mod,56627,38845,2020/03/25 08:00
Terraria,44347,37761,2020/03/25 08:00
Stellaris,46404,37285,2020/03/25 08:00
Counter-Strike: Global Offensive,1079644,510619,2020/03/25 09:00
Dota 2,645431,272587,2020/03/25 09:00
Tom Clancy's Rainbow Six Siege,167590,106591,2020/03/25 09:00
Destiny 2,109794,92531,2020/03/25 09:00
Grand Theft Auto V,178569,89835,2020/03/25 09:00
Football Manager 2020,169331,84782,2020/03/25 09:00
Warframe,83402,65854,2020/03/25 09:00
Team Fortress 2,82770,64130,2020/03/25 09:00
Rust,90719,63477,2020/03/25 09:00
ARK: Survival Evolved,102107,62673,2020/03/25 09:00
Rocket League,88918,61521,2020/03/25 09:00
